Tanggal,Keterangan,Jumlah,Bank,Cabang
10/11/2012,SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SABARMULIA(03898),20000000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:01 I:00 BRK CRD ANGGREK03207-03489,40750000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:01 I:00 KLG BRKT GRANDANGGREK(03268),20250000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:01 I:00 SNR BAJA (02735.02844.02941.3138),78000000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:00 I:01 SUMBET ILHAM (02504.03580.03503),60375000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:00 I:01 STR KLG MAJUJAYA(03375),20250000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:00 I:01 KLG SELAMATINDAH(03727),20250000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TEK SUE03228,20400000.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:01 I:00 STR KLG SUKSESBETON(02611),27035876.00 ,BCA,8115
10/11/2012,SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU(03912),20500000.00 ,BCA,8285
10/11/2012,SETORAN TUNAI JAMILAH SEMEN 500 SAK PL BERDI KARI,20125000.00 ,BCA,8285
10/11/2012,SETORAN TUNAI JAMILAH PL NINO UJUNG KUBU,20125000.00 ,BCA,8285
10/11/2012,SETORAN TUNAI JAMILAH SEMEN 500 SAK PL MUTIARA PANTA I,20125000.00 ,BCA,8285
10/11/2012,SETORAN TUNAI JAMILAH SEMEN 500 SAK PL NEWERA 03296,20125000.00 ,BCA,8285
10/11/2012,SETORAN TUNAI JAMILAH PL RIMBUN JAYA03622,20125000.00 ,BCA,8285
10/11/2012,KR OTOMATIS LLG-MUAMALAT SUDIR MUHAMMAD YUSUFTRANSFER SKN MUHAM MAD YUSUF,21250000.00 ,BCA,0965
10/11/2012,SETORAN TUNAI NOVISANTI DO:03566 (PL RUDI),20125000.00 ,BCA,8115
10/11/2012,SETORAN TUNAI IDWAN USAHA BARU (5368),3400000.00 ,BCA,8115
10/11/2012,SETORAN TUNAI AGUS DARI UD PERDANAKSR (03532) KS R,20125000.00 ,BCA,0297
10/11/2012,KR OTOMATIS LLG-BPD SUMUT MEDA UD NIRMA ,11550000.00 ,BCA,0965
10/11/2012,SETORAN WAHIDAH TUNAS FAMILY 03147,20000000.00 ,BCA,8285
